date,code,name,score,regime,ret_pct
2026-02-13,003540,대신증권,96.31,neutral,7.8502
2026-02-13,475150,SK이터닉스,96.17,neutral,1.7452
2026-02-13,088350,한화생명,95.99,neutral,3.5197
2026-02-13,003530,한화투자증권,95.94,neutral,9.3750
2026-02-13,005440,현대지에프홀딩스,95.38,neutral,1.1789
2026-02-19,112610,씨에스윈드,100.00,neutral,-2.7778
2026-02-19,018880,한온시스템,94.87,neutral,1.1385
2026-02-19,003530,한화투자증권,94.69,neutral,4.6025
2026-02-20,034220,LG디스플레이,100.00,neutral,0.6762
2026-02-20,000370,한화손해보험,95.57,neutral,5.5914
2026-02-20,088350,한화생명,94.32,neutral,9.0909
2026-02-20,437730,삼현,94.07,neutral,9.6643
2026-02-20,005940,NH투자증권,91.95,neutral,4.2092
2026-02-24,403870,HPSP,97.17,neutral,2.5641
2026-02-24,008930,한미사이언스,97.16,neutral,-1.1834
2026-02-24,476060,온코닉테라퓨틱스,96.50,neutral,0.3929
2026-02-24,489790,한화비전,94.31,neutral,3.1095
2026-02-24,085620,미래에셋생명,94.03,neutral,2.4487
2026-02-25,454910,두산로보틱스,98.42,neutral,4.0075
2026-02-25,307950,현대오토에버,98.11,neutral,-0.7071
2026-02-25,000400,롯데손해보험,97.12,neutral,0.1901
2026-02-25,214150,클래시스,97.10,neutral,0.8347
2026-02-25,476060,온코닉테라퓨틱스,95.52,neutral,-4.7529
2026-02-26,011070,LG이노텍,97.05,neutral,-3.4783
2026-02-26,036540,SFA반도체,94.43,neutral,-5.5156
2026-02-26,046890,서울반도체,93.48,neutral,-5.3747
2026-02-26,489790,한화비전,93.39,neutral,-4.7674
2026-02-26,080220,제주반도체,93.00,neutral,-5.2268
2026-02-27,021240,코웨이,98.45,neutral,-0.7326
2026-02-27,051900,LG생활건강,97.80,neutral,-1.4981
2026-02-27,046890,서울반도체,97.11,neutral,-6.9565
2026-02-27,389470,인벤티지랩,97.10,neutral,-2.2436
2026-02-27,032640,LG유플러스,97.00,neutral,0.0000
2026-03-06,089030,테크윙,95.04,strong,-8.5795
2026-03-06,078600,대주전자재료,93.80,strong,-4.9663
2026-03-06,079550,LIG디펜스앤에어로스페이스,93.78,strong,5.1559
