date,code,name,score,regime,strategy,sector,exit_type,ret_pct
2026-01-28,082270,젬백스,80.93,strong,종가매매+섹터,기계/장비,open,0.1202
2026-01-29,003530,한화투자증권,94.91,weak,종가매매+섹터,증권,open,-0.3026
2026-01-29,038500,삼표시멘트,93.03,weak,종가매매+섹터,비금속,open,3.4848
2026-01-29,006800,미래에셋증권,72.11,weak,종가매매+섹터,증권,open,-2.3259
2026-01-30,038500,삼표시멘트,93.00,neutral,종가매매+섹터,비금속,open,6.3095
2026-02-02,038500,삼표시멘트,70.24,weak,종가매매+섹터,비금속,open,6.0440
2026-02-06,038500,삼표시멘트,90.00,strong,종가매매+섹터,비금속,open,3.3079
2026-02-13,003540,대신증권,96.31,neutral,종가매매+섹터,증권,open,7.8502
2026-02-13,003530,한화투자증권,95.94,neutral,종가매매+섹터,증권,open,9.3750
2026-02-13,006800,미래에셋증권,68.18,neutral,종가매매+섹터,증권,open,11.6885
2026-02-19,003530,한화투자증권,94.69,neutral,종가매매+섹터,증권,open,4.6025
2026-02-19,003540,대신증권,64.54,neutral,종가매매+섹터,증권,open,9.0308
2026-02-19,005940,NH투자증권,64.22,neutral,종가매매+섹터,증권,open,15.5102
2026-02-20,005940,NH투자증권,91.95,neutral,종가매매+섹터,증권,open,4.2092
2026-02-20,003530,한화투자증권,76.97,neutral,종가매매+섹터,증권,open,1.9355
2026-02-20,003540,대신증권,50.16,neutral,종가매매+섹터,증권,open,4.6939
2026-02-23,001720,신영증권,61.77,weak,종가매매+섹터,증권,open,-4.7059
2026-02-26,003530,한화투자증권,69.41,neutral,종가매매+섹터,증권,open,-1.6413
2026-03-12,368770,파이버프로,96.19,neutral,종가매매+섹터,의료/정밀기기,open,-1.3845
2026-03-12,475150,SK이터닉스,95.16,neutral,종가매매+섹터,건설,open,4.8193
2026-03-13,475150,SK이터닉스,94.14,strong,종가매매+섹터,건설,open,4.4473
2026-03-13,097230,HJ중공업,74.56,strong,종가매매+섹터,건설,open,4.0892
2026-03-13,347850,디앤디파마텍,65.75,strong,종가매매+섹터,일반서비스,open,0.4334
2026-03-18,006360,GS건설,97.62,strong,종가매매+섹터,건설,open,-0.1949
2026-03-19,475150,SK이터닉스,93.00,neutral,종가매매+섹터,건설,open,15.2700
2026-03-19,006360,GS건설,52.38,neutral,종가매매+섹터,건설,open,7.8998
2026-03-20,375500,DL이앤씨,96.27,weak,종가매매+섹터,건설,open,4.1543
2026-03-20,006360,GS건설,95.90,weak,종가매매+섹터,건설,open,6.1321
2026-03-20,051600,한전KPS,93.75,weak,종가매매+섹터,건설,open,-0.7407
2026-03-20,475150,SK이터닉스,80.16,weak,종가매매+섹터,건설,open,-2.1703
